source_system,academic_year,institution,institution_chinese,programme_code,programme_id,programme_title,programme_title_chinese,award_level,area_of_study,funding_category,mode_of_study,normal_duration,tuition_fee,score_system,score_comparability_group,score_formula,score_formula_url,upper_quartile,median,lower_quartile,mean,highest,lowest_or_minimum_admitted,min_or_other_score,requirements_summary,chinese_requirement,english_requirement,math_requirement,citizenship_requirement,elective_requirements,specific_subject_requirements,interview_or_portfolio,selection_notes,programme_description,articulation_or_career_notes,programme_url,score_source_url,requirements_source_url,raw_source_local_path,source_confidence,last_retrieved_at,notes
cspe,2025/26,Caritas Bianchi College of Careers,,CB/01,24E3C40C-6CF8-4565-9742-41DF97DE9BCA,Associate Degree in Business,,Associate Degree,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MjRFM0M0MEMtNkNGOC00NTY1LTk3NDItNDFERjk3REU5QkNB&provId=CB/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MjRFM0M0MEMtNkNGOC00NTY1LTk3NDItNDFERjk3REU5QkNB&provId=CB/01&year=2025/26,data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Caritas Bianchi College of Careers,,CB/01,B6D019F9-C666-412B-82BB-8A2C0BD747BA,Higher Diploma in Design,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=QjZEMDE5RjktQzY2Ni00MTJCLTgyQkItOEEyQzBCRDc0N0JB&provId=CB/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=QjZEMDE5RjktQzY2Ni00MTJCLTgyQkItOEEyQzBCRDc0N0JB&provId=CB/01&year=2025/26,data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Caritas Bianchi College of Careers,,CB/01,4898852E-4B78-4064-AA41-3CDD68C39593,Higher Diploma in Film and Media Production,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NDg5ODg1MkUtNEI3OC00MDY0LUFBNDEtM0NERDY4QzM5NTkz&provId=CB/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NDg5ODg1MkUtNEI3OC00MDY0LUFBNDEtM0NERDY4QzM5NTkz&provId=CB/01&year=2025/26,data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Caritas Bianchi College of Careers,,CB/01,0240CD2D-1A58-41BE-AE76-CF96A1BAFD4B,Higher Diploma in Health Care,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MDI0MENEMkQtMUE1OC00MUJFLUFFNzYtQ0Y5NkExQkFGRDRC&provId=CB/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MDI0MENEMkQtMUE1OC00MUJFLUFFNzYtQ0Y5NkExQkFGRDRC&provId=CB/01&year=2025/26,data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Caritas Bianchi College of Careers,,CB/01,73B96B71-E2FD-4147-8244-9E543BBD36CB,Higher Diploma in Hospitality Management,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NzNCOTZCNzEtRTJGRC00MTQ3LTgyNDQtOUU1NDNCQkQzNkNC&provId=CB/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NzNCOTZCNzEtRTJGRC00MTQ3LTgyNDQtOUU1NDNCQkQzNkNC&provId=CB/01&year=2025/26,data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Caritas Bianchi College of Careers,,CB/01,39F24A33-90E3-46CD-920F-4527B1E5817D,Higher Diploma in Human Services,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MzlGMjRBMzMtOTBFMy00NkNELTkyMEYtNDUyN0IxRTU4MTdE&provId=CB/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MzlGMjRBMzMtOTBFMy00NkNELTkyMEYtNDUyN0IxRTU4MTdE&provId=CB/01&year=2025/26,data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Caritas Bianchi College of Careers,,CB/01,9E0924CE-A76A-476F-BFC3-8DBA52877696,Higher Diploma in Music Studies,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=OUUwOTI0Q0UtQTc2QS00NzZGLUJGQzMtOERCQTUyODc3Njk2&provId=CB/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=OUUwOTI0Q0UtQTc2QS00NzZGLUJGQzMtOERCQTUyODc3Njk2&provId=CB/01&year=2025/26,data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Caritas Bianchi College of Careers,,CB/01,66752A7D-36DC-43C6-8AC6-3F15F3C760F6,Higher Diploma in Pharmaceutical Dispensing,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NjY3NTJBN0QtMzZEQy00M0M2LThBQzYtM0YxNUYzQzc2MEY2&provId=CB/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NjY3NTJBN0QtMzZEQy00M0M2LThBQzYtM0YxNUYzQzc2MEY2&provId=CB/01&year=2025/26,data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Caritas Bianchi College of Careers,,CB/01,322DA67A-0B40-41DC-ABD3-4AD2101BD9E6,Higher Diploma in Translation Technology and Modern Languages,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MzIyREE2N0EtMEI0MC00MURDLUFCRDMtNEFEMjEwMUJEOUU2&provId=CB/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MzIyREE2N0EtMEI0MC00MURDLUFCRDMtNEFEMjEwMUJEOUU2&provId=CB/01&year=2025/26,data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Gratia Christian College,,GCC/01,BA89BB6E-A9CE-40AE-92A4-FC0D98902894,Bachelor of Christian Ministry (Honours),,Bachelor's Degree,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=QkE4OUJCNkUtQTlDRS00MEFFLTkyQTQtRkMwRDk4OTAyODk0&provId=GCC/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=QkE4OUJCNkUtQTlDRS00MEFFLTkyQTQtRkMwRDk4OTAyODk0&provId=GCC/01&year=2025/26,data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Gratia Christian College,,GCC/01,1F912DD8-8C33-44C9-AF80-3AB7C011AD31,Bachelor of Psychology (Honours),,Bachelor's Degree,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MUY5MTJERDgtOEMzMy00NEM5LUFGODAtM0FCN0MwMTFBRDMx&provId=GCC/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MUY5MTJERDgtOEMzMy00NEM5LUFGODAtM0FCN0MwMTFBRDMx&provId=GCC/01&year=2025/26,data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Gratia Christian College,,GCC/01,8B3DC16E-9851-4529-8F41-F22BD2461CAD,Bachelor of Service Management (Honours),,Bachelor's Degree,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=OEIzREMxNkUtOTg1MS00NTI5LThGNDEtRjIyQkQyNDYxQ0FE&provId=GCC/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=OEIzREMxNkUtOTg1MS00NTI5LThGNDEtRjIyQkQyNDYxQ0FE&provId=GCC/01&year=2025/26,data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Gratia Christian College,,GCC/01,BAD3DB1F-BA92-4B91-8E3E-93767D0701DF,Bachelor of Social Work (Honours),,Bachelor's Degree,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=QkFEM0RCMUYtQkE5Mi00QjkxLThFM0UtOTM3NjdEMDcwMURG&provId=GCC/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=QkFEM0RCMUYtQkE5Mi00QjkxLThFM0UtOTM3NjdEMDcwMURG&provId=GCC/01&year=2025/26,data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Gratia Christian College,,GCC/01,EE356862-6FBE-4835-BE06-DD1DB7EB5038,Higher Diploma in Christian Ministry Programme,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=RUUzNTY4NjItNkZCRS00ODM1LUJFMDYtREQxREI3RUI1MDM4&provId=GCC/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=RUUzNTY4NjItNkZCRS00ODM1LUJFMDYtREQxREI3RUI1MDM4&provId=GCC/01&year=2025/26,data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Gratia Christian College,,GCC/01,36C0770C-1577-48B2-9CB1-04231AD927A4,Higher Diploma in Early Childhood Education Programme,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MzZDMDc3MEMtMTU3Ny00OEIyLTlDQjEtMDQyMzFBRDkyN0E0&provId=GCC/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MzZDMDc3MEMtMTU3Ny00OEIyLTlDQjEtMDQyMzFBRDkyN0E0&provId=GCC/01&year=2025/26,data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Gratia Christian College,,GCC/01,51E25169-7494-433E-BBCB-2AA531E9DF20,Higher Diploma in Psychology and Counselling Programme,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NTFFMjUxNjktNzQ5NC00MzNFLUJCQ0ItMkFBNTMxRTlERjIw&provId=GCC/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NTFFMjUxNjktNzQ5NC00MzNFLUJCQ0ItMkFBNTMxRTlERjIw&provId=GCC/01&year=2025/26,data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Gratia Christian College,,GCC/01,CAF8CA52-C293-4377-A35B-87BBFB562E1C,Higher Diploma in Social Work Programme,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=Q0FGOENBNTItQzI5My00Mzc3LUEzNUItODdCQkZCNTYyRTFD&provId=GCC/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=Q0FGOENBNTItQzI5My00Mzc3LUEzNUItODdCQkZCNTYyRTFD&provId=GCC/01&year=2025/26,data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,Gratia Christian College,,GCC/01,BC209D02-1E42-4D0B-ADEB-77B476178DF6,Higher Diploma in Transformative Business Management Programme,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=QkMyMDlEMDItMUU0Mi00RDBCLUFERUItNzdCNDc2MTc4REY2&provId=GCC/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=QkMyMDlEMDItMUU0Mi00RDBCLUFERUItNzdCNDc2MTc4REY2&provId=GCC/01&year=2025/26,data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,HKCT Institute of Higher Education,,CTIHE/01,9b1a0b3e-b805-46ef-b4f5-975d6769793d,Bachelor of Science (Hons) in Computer Science and AI Engineering,,Bachelor's Degree,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=OWIxYTBiM2UtYjgwNS00NmVmLWI0ZjUtOTc1ZDY3Njk3OTNk&provId=CTIHE/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=OWIxYTBiM2UtYjgwNS00NmVmLWI0ZjUtOTc1ZDY3Njk3OTNk&provId=CTIHE/01&year=2025/26,data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,HKCT Institute of Higher Education,,CTIHE/01,3281cc78-ff30-4582-b72c-18ad8bada5b4,Bachelor of Science (Hons) in Computer Science and Cybersecurity,,Bachelor's Degree,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MzI4MWNjNzgtZmYzMC00NTgyLWI3MmMtMThhZDhiYWRhNWI0&provId=CTIHE/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MzI4MWNjNzgtZmYzMC00NTgyLWI3MmMtMThhZDhiYWRhNWI0&provId=CTIHE/01&year=2025/26,data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,HKCT Institute of Higher Education,,CTIHE/01,17207F24-6B50-4E59-A17F-7D2403B29A89,Bachelor of Social Sciences (Hons) in Social Work,,Bachelor's Degree,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MTcyMDdGMjQtNkI1MC00RTU5LUExN0YtN0QyNDAzQjI5QTg5&provId=CTIHE/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MTcyMDdGMjQtNkI1MC00RTU5LUExN0YtN0QyNDAzQjI5QTg5&provId=CTIHE/01&year=2025/26,data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,HKCT Institute of Higher Education,,CTIHE/01,C89F3B89-826B-48E4-AE3A-58A3E13F11C1,Bachelor of Social Sciences (Hons) in Sports Management with Coaching,,Bachelor's Degree,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=Qzg5RjNCODktODI2Qi00OEU0LUFFM0EtNThBM0UxM0YxMUMx&provId=CTIHE/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=Qzg5RjNCODktODI2Qi00OEU0LUFFM0EtNThBM0UxM0YxMUMx&provId=CTIHE/01&year=2025/26,data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,HKCT Institute of Higher Education,,CTIHE/01,05d4c674-fa7a-4ac4-b298-4ac9a1ef64d0,Higher Diploma in Applied Artificial Intelligence,,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MDVkNGM2NzQtZmE3YS00YWM0LWIyOTgtNGFjOWExZWY2NGQw&provId=CTIHE/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=MDVkNGM2NzQtZmE3YS00YWM0LWIyOTgtNGFjOWExZWY2NGQw&provId=CTIHE/01&year=2025/26,data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,HKCT Institute of Higher Education,,CTIHE/01,43665da8-9068-4613-92a9-423eb4749cfc,Higher Diploma in Cybersecurity (Testing and Compliance),,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NDM2NjVkYTgtOTA2OC00NjEzLTkyYTktNDIzZWI0NzQ5Y2Zj&provId=CTIHE/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=NDM2NjVkYTgtOTA2OC00NjEzLTkyYTktNDIzZWI0NzQ5Y2Zj&provId=CTIHE/01&year=2025/26,data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
cspe,2025/26,HKCT Institute of Higher Education,,CTIHE/01,98DF4B8F-4387-4458-96B9-3471CCE2E9D3,Higher Diploma in Early Childhood Education (Inclusive Education),,Higher Diploma,,,,,,CSPE Common Scoring System or institution-submitted statistics,cspe_common_scoring_or_provider_grouped,"HKDSE 5**=7, 5*=6, 5=5, 4=4, 3=3, 2=2, 1=1, U=0 unless source notes otherwise",,,,,,,,,,,,,,,,,,,,https://www.cspe.edu.hk/en/ipass/prog-details?progId=OThERjRCOEYtNDM4Ny00NDU4LTk2QjktMzQ3MUNDRTJFOUQz&provId=CTIHE/01&year=2025/26,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,https://www.cspe.edu.hk/en/ipass/prog-details?progId=OThERjRCOEYtNDM4Ny00NDU4LTk2QjktMzQ3MUNDRTJFOUQz&provId=CTIHE/01&year=2025/26,data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,catalog_only_needs_score_extraction,,Seed row; actual score fields pending extraction from CSPE detail HTML/PDF.
