academic_year,institution,provider_id,programme_title,area_of_study,mean,median,lower_quartile,upper_quartile,highest,score_range,raw_score_text,raw_row_json,raw_source_local_path,score_source_url,source_confidence
2025/26,Caritas Bianchi College of Careers,CB/01,Higher Diploma in Film and Media Production,"Arts, Design and Performing Arts",12,,,,,,"Areas of Study & Training: Arts, Design and Performing Arts | Programme: Higher Diploma in Film and Media Production | Average Score: 12","{""Areas of Study & Training"": ""Arts, Design and Performing Arts"", ""Average Score"": ""12"", ""Programme"": ""Higher Diploma in Film and Media Production""}",data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,official_html_extracted_needs_review
2025/26,Caritas Bianchi College of Careers,CB/01,Higher Diploma in Music Studies,"Arts, Design and Performing Arts",15,,,,,,"Areas of Study & Training: Arts, Design and Performing Arts | Programme: Higher Diploma in Music Studies | Average Score: 15","{""Areas of Study & Training"": ""Arts, Design and Performing Arts"", ""Average Score"": ""15"", ""Programme"": ""Higher Diploma in Music Studies""}",data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,official_html_extracted_needs_review
2025/26,Caritas Bianchi College of Careers,CB/01,Higher Diploma in Design,"Arts, Design and Performing Arts",13,,,,,,"Areas of Study & Training: Arts, Design and Performing Arts | Programme: Higher Diploma in Design | Average Score: 13","{""Areas of Study & Training"": ""Arts, Design and Performing Arts"", ""Average Score"": ""13"", ""Programme"": ""Higher Diploma in Design""}",data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,official_html_extracted_needs_review
2025/26,Caritas Bianchi College of Careers,CB/01,Associate Degree in Business,Business and Management,14,,,,,,Areas of Study & Training: Business and Management | Programme: Associate Degree in Business | Average Score: 14,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""14"", ""Programme"": ""Associate Degree in Business""}",data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,official_html_extracted_needs_review
2025/26,Caritas Bianchi College of Careers,CB/01,Higher Diploma in Translation Technology and Modern Languages,Languages and Related Studies,12,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Higher Diploma in Translation Technology and Modern Languages | Average Score: 12,"{""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""12"", ""Programme"": ""Higher Diploma in Translation Technology and Modern Languages""}",data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,official_html_extracted_needs_review
2025/26,Caritas Bianchi College of Careers,CB/01,Higher Diploma in Health Care,"Medicine, Dentistry and Health Sciences",13,,,,,,"Areas of Study & Training: Medicine, Dentistry and Health Sciences | Programme: Higher Diploma in Health Care | Average Score: 13","{""Areas of Study & Training"": ""Medicine, Dentistry and Health Sciences"", ""Average Score"": ""13"", ""Programme"": ""Higher Diploma in Health Care""}",data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,official_html_extracted_needs_review
2025/26,Caritas Bianchi College of Careers,CB/01,Higher Diploma in Pharmaceutical Dispensing,"Medicine, Dentistry and Health Sciences",13,,,,,,"Areas of Study & Training: Medicine, Dentistry and Health Sciences | Programme: Higher Diploma in Pharmaceutical Dispensing | Average Score: 13","{""Areas of Study & Training"": ""Medicine, Dentistry and Health Sciences"", ""Average Score"": ""13"", ""Programme"": ""Higher Diploma in Pharmaceutical Dispensing""}",data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,official_html_extracted_needs_review
2025/26,Caritas Bianchi College of Careers,CB/01,Higher Diploma in Human Services,Services,11,,,,,,Areas of Study & Training: Services | Programme: Higher Diploma in Human Services | Average Score: 11,"{""Areas of Study & Training"": ""Services"", ""Average Score"": ""11"", ""Programme"": ""Higher Diploma in Human Services""}",data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,official_html_extracted_needs_review
2025/26,Caritas Bianchi College of Careers,CB/01,Higher Diploma in Hospitality Management,Services,13,,,,,,Areas of Study & Training: Services | Programme: Higher Diploma in Hospitality Management | Average Score: 13,"{""Areas of Study & Training"": ""Services"", ""Average Score"": ""13"", ""Programme"": ""Higher Diploma in Hospitality Management""}",data/raw/cspe/details/2025_26/cb-01-caritas-bianchi-college-of-careers.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CB01.pdf,official_html_extracted_needs_review
2025/26,Gratia Christian College,GCC/01,Bachelor of Service Management (Honours),Business and Management,16,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Service Management (Honours) | Average Score: 16 | Remarks: all Undergraduate programmes,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""16"", ""Programme"": ""Bachelor of Service Management (Honours)"", ""Remarks"": ""all Undergraduate programmes""}",data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,official_html_extracted_needs_review
2025/26,Gratia Christian College,GCC/01,Higher Diploma in Transformative Business Management Programme,Business and Management,12,,,,,,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Transformative Business Management Programme | Average Score: 12 | Remarks: all Sub-degree programmes,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""12"", ""Programme"": ""Higher Diploma in Transformative Business Management Programme"", ""Remarks"": ""all Sub-degree programmes""}",data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,official_html_extracted_needs_review
2025/26,Gratia Christian College,GCC/01,Higher Diploma in Early Childhood Education Programme,Education,12,,,,,,Areas of Study & Training: Education | Programme: Higher Diploma in Early Childhood Education Programme | Average Score: 12 | Remarks: all Sub-degree programmes,"{""Areas of Study & Training"": ""Education"", ""Average Score"": ""12"", ""Programme"": ""Higher Diploma in Early Childhood Education Programme"", ""Remarks"": ""all Sub-degree programmes""}",data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,official_html_extracted_needs_review
2025/26,Gratia Christian College,GCC/01,Bachelor of Christian Ministry (Honours),Humanities,16,,,,,,Areas of Study & Training: Humanities | Programme: Bachelor of Christian Ministry (Honours) | Average Score: 16 | Remarks: all Undergraduate programmes,"{""Areas of Study & Training"": ""Humanities"", ""Average Score"": ""16"", ""Programme"": ""Bachelor of Christian Ministry (Honours)"", ""Remarks"": ""all Undergraduate programmes""}",data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,official_html_extracted_needs_review
2025/26,Gratia Christian College,GCC/01,Higher Diploma in Christian Ministry Programme,Humanities,12,,,,,,Areas of Study & Training: Humanities | Programme: Higher Diploma in Christian Ministry Programme | Average Score: 12 | Remarks: all Sub-degree programmes,"{""Areas of Study & Training"": ""Humanities"", ""Average Score"": ""12"", ""Programme"": ""Higher Diploma in Christian Ministry Programme"", ""Remarks"": ""all Sub-degree programmes""}",data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,official_html_extracted_needs_review
2025/26,Gratia Christian College,GCC/01,Bachelor of Psychology (Honours),Social Sciences,16,,,,,,Areas of Study & Training: Social Sciences | Programme: Bachelor of Psychology (Honours) | Average Score: 16 | Remarks: all Undergraduate programmes,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""16"", ""Programme"": ""Bachelor of Psychology (Honours)"", ""Remarks"": ""all Undergraduate programmes""}",data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,official_html_extracted_needs_review
2025/26,Gratia Christian College,GCC/01,Bachelor of Social Work (Honours),Social Sciences,16,,,,,,Areas of Study & Training: Social Sciences | Programme: Bachelor of Social Work (Honours) | Average Score: 16 | Remarks: all Undergraduate programmes,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""16"", ""Programme"": ""Bachelor of Social Work (Honours)"", ""Remarks"": ""all Undergraduate programmes""}",data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,official_html_extracted_needs_review
2025/26,Gratia Christian College,GCC/01,Higher Diploma in Psychology and Counselling Programme,Social Sciences,12,,,,,,Areas of Study & Training: Social Sciences | Programme: Higher Diploma in Psychology and Counselling Programme | Average Score: 12 | Remarks: all Sub-degree programmes,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""12"", ""Programme"": ""Higher Diploma in Psychology and Counselling Programme"", ""Remarks"": ""all Sub-degree programmes""}",data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,official_html_extracted_needs_review
2025/26,Gratia Christian College,GCC/01,Higher Diploma in Social Work Programme,Social Sciences,12,,,,,,Areas of Study & Training: Social Sciences | Programme: Higher Diploma in Social Work Programme | Average Score: 12 | Remarks: all Sub-degree programmes,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""12"", ""Programme"": ""Higher Diploma in Social Work Programme"", ""Remarks"": ""all Sub-degree programmes""}",data/raw/cspe/details/2025_26/gcc-01-gratia-christian-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_GCC01.pdf,official_html_extracted_needs_review
2025/26,HKCT Institute of Higher Education,CTIHE/01,Higher Diploma in Applied Artificial Intelligence,Computer Science and Information Technology,10-17,,,,,,Areas of Study & Training: Computer Science and Information Technology | Programme: Higher Diploma in Applied Artificial Intelligence | Average Score: 10-17 | Remarks: All Sub-degree Programmes,"{""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""10-17"", ""Programme"": ""Higher Diploma in Applied Artificial Intelligence"", ""Remarks"": ""All Sub-degree Programmes""}",data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,official_html_extracted_needs_review
2025/26,HKCT Institute of Higher Education,CTIHE/01,Higher Diploma in Cybersecurity (Testing and Compliance),Computer Science and Information Technology,10-17,,,,,,Areas of Study & Training: Computer Science and Information Technology | Programme: Higher Diploma in Cybersecurity (Testing and Compliance) | Average Score: 10-17 | Remarks: All Sub-degree Programmes,"{""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""10-17"", ""Programme"": ""Higher Diploma in Cybersecurity (Testing and Compliance)"", ""Remarks"": ""All Sub-degree Programmes""}",data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,official_html_extracted_needs_review
2025/26,HKCT Institute of Higher Education,CTIHE/01,Bachelor of Science (Hons) in Computer Science and AI Engineering,Computer Science and Information Technology,12-20,,,,,,Areas of Study & Training: Computer Science and Information Technology | Programme: Bachelor of Science (Hons) in Computer Science and AI Engineering | Average Score: 12-20 | Remarks: All Undergraduate Programmes,"{""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""12-20"", ""Programme"": ""Bachelor of Science (Hons) in Computer Science and AI Engineering"", ""Remarks"": ""All Undergraduate Programmes""}",data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,official_html_extracted_needs_review
2025/26,HKCT Institute of Higher Education,CTIHE/01,Bachelor of Science (Hons) in Computer Science and Cybersecurity,Computer Science and Information Technology,12-20,,,,,,Areas of Study & Training: Computer Science and Information Technology | Programme: Bachelor of Science (Hons) in Computer Science and Cybersecurity | Average Score: 12-20 | Remarks: All Undergraduate Programmes,"{""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""12-20"", ""Programme"": ""Bachelor of Science (Hons) in Computer Science and Cybersecurity"", ""Remarks"": ""All Undergraduate Programmes""}",data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,official_html_extracted_needs_review
2025/26,HKCT Institute of Higher Education,CTIHE/01,Higher Diploma in Early Childhood Education (Inclusive Education),Education,10-17,,,,,,Areas of Study & Training: Education | Programme: Higher Diploma in Early Childhood Education (Inclusive Education) | Average Score: 10-17 | Remarks: All Sub-degree Programmes,"{""Areas of Study & Training"": ""Education"", ""Average Score"": ""10-17"", ""Programme"": ""Higher Diploma in Early Childhood Education (Inclusive Education)"", ""Remarks"": ""All Sub-degree Programmes""}",data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,official_html_extracted_needs_review
2025/26,HKCT Institute of Higher Education,CTIHE/01,"Higher Diploma in Fitness, Coaching and Sports Management",Services,10-17,,,,,,"Areas of Study & Training: Services | Programme: Higher Diploma in Fitness, Coaching and Sports Management | Average Score: 10-17 | Remarks: All Sub-degree Programmes","{""Areas of Study & Training"": ""Services"", ""Average Score"": ""10-17"", ""Programme"": ""Higher Diploma in Fitness, Coaching and Sports Management"", ""Remarks"": ""All Sub-degree Programmes""}",data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,official_html_extracted_needs_review
2025/26,HKCT Institute of Higher Education,CTIHE/01,Bachelor of Social Sciences (Hons) in Social Work,Social Sciences,12-20,,,,,,Areas of Study & Training: Social Sciences | Programme: Bachelor of Social Sciences (Hons) in Social Work | Average Score: 12-20 | Remarks: All Undergraduate Programmes,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""12-20"", ""Programme"": ""Bachelor of Social Sciences (Hons) in Social Work"", ""Remarks"": ""All Undergraduate Programmes""}",data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,official_html_extracted_needs_review
2025/26,HKCT Institute of Higher Education,CTIHE/01,Bachelor of Social Sciences (Hons) in Sports Management with Coaching,Social Sciences,12-20,,,,,,Areas of Study & Training: Social Sciences | Programme: Bachelor of Social Sciences (Hons) in Sports Management with Coaching | Average Score: 12-20 | Remarks: All Undergraduate Programmes,"{""Areas of Study & Training"": ""Social Sciences"", ""Average Score"": ""12-20"", ""Programme"": ""Bachelor of Social Sciences (Hons) in Sports Management with Coaching"", ""Remarks"": ""All Undergraduate Programmes""}",data/raw/cspe/details/2025_26/ctihe-01-hkct-institute-of-higher-education.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CTIHE01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Surveying and Property Management,Architecture and Town Planning,14.1,,,,,12 - 18,Areas of Study & Training: Architecture and Town Planning | Programme: Higher Diploma in Surveying and Property Management | Average Score: 14.1 | Range: 12 - 18,"{""Areas of Study & Training"": ""Architecture and Town Planning"", ""Average Score"": ""14.1"", ""Programme"": ""Higher Diploma in Surveying and Property Management"", ""Range"": ""12 - 18""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Accounting - Accounting and Banking,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Accounting - Accounting and Banking | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Accounting - Accounting and Banking"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Accounting - Accounting and Financial Planning,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Accounting - Accounting and Financial Planning | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Accounting - Accounting and Financial Planning"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Accounting - Accounting Studies,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Accounting - Accounting Studies | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Accounting - Accounting Studies"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Business Management - Financial Technology,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Business Management - Financial Technology | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Business Management - Financial Technology"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Business Management - Human Resource Management,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Business Management - Human Resource Management | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Business Management - Human Resource Management"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Business Management - Management and e-Commerce,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Business Management - Management and e-Commerce | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Business Management - Management and e-Commerce"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Business Management - Management and Psychology,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Business Management - Management and Psychology | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Business Management - Management and Psychology"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Business Management - Management Studies,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Business Management - Management Studies | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Business Management - Management Studies"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Business Management - Management with Business Law,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Business Management - Management with Business Law | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Business Management - Management with Business Law"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Business Management - Management with Generative AI,Business and Management,13.8,,,,,10 - 20,Areas of Study & Training: Business and Management | Programme: Higher Diploma in Business Management - Management with Generative AI | Average Score: 13.8 | Range: 10 - 20,"{""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""13.8"", ""Programme"": ""Higher Diploma in Business Management - Management with Generative AI"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Applied Intelligent Technologies,Computer Science and Information Technology,15.7,,,,,10 - 21,Areas of Study & Training: Computer Science and Information Technology | Programme: Higher Diploma in Applied Intelligent Technologies | Average Score: 15.7 | Range: 10 - 21,"{""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""15.7"", ""Programme"": ""Higher Diploma in Applied Intelligent Technologies"", ""Range"": ""10 - 21""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in English for Professional Communication,Languages and Related Studies,13,,,,,11 - 15,Areas of Study & Training: Languages and Related Studies | Programme: Higher Diploma in English for Professional Communication | Average Score: 13 | Range: 11 - 15,"{""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""13"", ""Programme"": ""Higher Diploma in English for Professional Communication"", ""Range"": ""11 - 15""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,"Associate of Applied Social Sciences in Communication, Public Relations and Journalism","Mass Media and Communications, Journalism and Public Relations",14.8,,,,,10 - 20,"Areas of Study & Training: Mass Media and Communications, Journalism and Public Relations | Programme: Associate of Applied Social Sciences in Communication, Public Relations and Journalism | Average Score: 14.8 | Range: 10 - 20","{""Areas of Study & Training"": ""Mass Media and Communications, Journalism and Public Relations"", ""Average Score"": ""14.8"", ""Programme"": ""Associate of Applied Social Sciences in Communication, Public Relations and Journalism"", ""Range"": ""10 - 20""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Applied Health and Rehabilitation Care,"Medicine, Dentistry and Health Sciences",13.3,,,,,10 - 19,"Areas of Study & Training: Medicine, Dentistry and Health Sciences | Programme: Higher Diploma in Applied Health and Rehabilitation Care | Average Score: 13.3 | Range: 10 - 19","{""Areas of Study & Training"": ""Medicine, Dentistry and Health Sciences"", ""Average Score"": ""13.3"", ""Programme"": ""Higher Diploma in Applied Health and Rehabilitation Care"", ""Range"": ""10 - 19""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
2025/26,HKU SPACE Po Leung Kuk Stanley Ho Community College,HPCC/01,Higher Diploma in Food Health and Business Management,"Medicine, Dentistry and Health Sciences",13.3,,,,,10 - 19,"Areas of Study & Training: Medicine, Dentistry and Health Sciences | Programme: Higher Diploma in Food Health and Business Management | Average Score: 13.3 | Range: 10 - 19","{""Areas of Study & Training"": ""Medicine, Dentistry and Health Sciences"", ""Average Score"": ""13.3"", ""Programme"": ""Higher Diploma in Food Health and Business Management"", ""Range"": ""10 - 19""}",data/raw/cspe/details/2025_26/hpcc-01-hku-space-po-leung-kuk-stanley-ho-community-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_HPCC01.pdf,official_html_extracted_needs_review
