academic_year,institution,provider_id,programme_title,area_of_study,mean,median,lower_quartile,upper_quartile,highest,score_range,raw_score_text,raw_row_json,raw_source_local_path,score_source_url,source_confidence
2025/26,Hong Kong Baptist University - School of Continuing Education,BU/03,Bachelor of Nursing (Honours),"Medicine, Dentistry and Health Sciences",17.14,17,16,18,,,"Areas of Study & Training: Medicine, Dentistry and Health Sciences | Programme: Bachelor of Nursing (Honours) | Lower Quartile: 16 | Median: 17 | Upper Quartile: 18 | Average Score: 17.14","{""Areas of Study & Training"": ""Medicine, Dentistry and Health Sciences"", ""Average Score"": ""17.14"", ""Lower Quartile"": ""16"", ""Median"": ""17"", ""Programme"": ""Bachelor of Nursing (Honours)"", ""Upper Quartile"": ""18""}",data/raw/cspe/details/2025_26/bu-03-hong-kong-baptist-university-school-of-continuing-education.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_BU03.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Science (Honours) in Architecture Programme,Architecture and Town Planning,13.8,,,,,,Areas of Study & Training: Architecture and Town Planning | Programme: Bachelor of Science (Honours) in Architecture Programme | Admission Figures: Upper Quartile | HKDSE Score: 3 | Average Score: 13.8,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Architecture and Town Planning"", ""Average Score"": ""13.8"", ""HKDSE Score"": ""3"", ""Programme"": ""Bachelor of Science (Honours) in Architecture Programme""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Science (Honours) in Architecture Programme,Architecture and Town Planning,13.8,,,,,,Areas of Study & Training: Architecture and Town Planning | Programme: Bachelor of Science (Honours) in Architecture Programme | Admission Figures: Median | HKDSE Score: 5 | Average Score: 13.8,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Architecture and Town Planning"", ""Average Score"": ""13.8"", ""HKDSE Score"": ""5"", ""Programme"": ""Bachelor of Science (Honours) in Architecture Programme""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Science (Honours) in Architecture Programme,Architecture and Town Planning,13.8,,,,,,Areas of Study & Training: Architecture and Town Planning | Programme: Bachelor of Science (Honours) in Architecture Programme | Admission Figures: Lower Quartile | HKDSE Score: 3 | Average Score: 13.8,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Architecture and Town Planning"", ""Average Score"": ""13.8"", ""HKDSE Score"": ""3"", ""Programme"": ""Bachelor of Science (Honours) in Architecture Programme""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Higher Diploma in Architectural Studies Programme,Architecture and Town Planning,11,,,,,,Areas of Study & Training: Architecture and Town Planning | Programme: Higher Diploma in Architectural Studies Programme | Admission Figures: Upper Quartile | HKDSE Score: 4 | Average Score: 11,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Architecture and Town Planning"", ""Average Score"": ""11"", ""HKDSE Score"": ""4"", ""Programme"": ""Higher Diploma in Architectural Studies Programme""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Higher Diploma in Architectural Studies Programme,Architecture and Town Planning,11,,,,,,Areas of Study & Training: Architecture and Town Planning | Programme: Higher Diploma in Architectural Studies Programme | Admission Figures: Median | HKDSE Score: 3 | Average Score: 11,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Architecture and Town Planning"", ""Average Score"": ""11"", ""HKDSE Score"": ""3"", ""Programme"": ""Higher Diploma in Architectural Studies Programme""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Higher Diploma in Architectural Studies Programme,Architecture and Town Planning,11,,,,,,Areas of Study & Training: Architecture and Town Planning | Programme: Higher Diploma in Architectural Studies Programme | Admission Figures: Lower Quartile | HKDSE Score: 2 | Average Score: 11,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Architecture and Town Planning"", ""Average Score"": ""11"", ""HKDSE Score"": ""2"", ""Programme"": ""Higher Diploma in Architectural Studies Programme""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Business Administration (Honours),Business and Management,-,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Business Administration (Honours)""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Business Administration (Honours),Business and Management,-,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) | Admission Figures: Median | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Business Administration (Honours)""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Business Administration (Honours),Business and Management,-,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Business Administration (Honours)""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Business Administration (Honours) in Finance and Information Management,Business and Management,-,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Finance and Information Management | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Business Administration (Honours) in Finance and Information Management""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Business Administration (Honours) in Finance and Information Management,Business and Management,-,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Finance and Information Management | Admission Figures: Median | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Business Administration (Honours) in Finance and Information Management""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Business Administration (Honours) in Finance and Information Management,Business and Management,-,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Finance and Information Management | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Business Administration (Honours) in Finance and Information Management""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Business Administration (Honours) in Finance,Business and Management,10,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Finance | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: 10,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""10"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Business Administration (Honours) in Finance""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Business Administration (Honours) in Finance,Business and Management,10,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Finance | Admission Figures: Median | HKDSE Score: 2 | Average Score: 10,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""10"", ""HKDSE Score"": ""2"", ""Programme"": ""Bachelor of Business Administration (Honours) in Finance""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Business Administration (Honours) in Finance,Business and Management,10,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Business Administration (Honours) in Finance | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: 10,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""10"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Business Administration (Honours) in Finance""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Commerce (Honours) in Accounting and Banking,Business and Management,-,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Commerce (Honours) in Accounting and Banking | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Commerce (Honours) in Accounting and Banking""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Commerce (Honours) in Accounting and Banking,Business and Management,-,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Commerce (Honours) in Accounting and Banking | Admission Figures: Median | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Commerce (Honours) in Accounting and Banking""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Commerce (Honours) in Accounting and Banking,Business and Management,-,,,,,,Areas of Study & Training: Business and Management | Programme: Bachelor of Commerce (Honours) in Accounting and Banking | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Business and Management"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Commerce (Honours) in Accounting and Banking""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Science (Honours) in Computer Science,Computer Science and Information Technology,16,,,,,,Areas of Study & Training: Computer Science and Information Technology | Programme: Bachelor of Science (Honours) in Computer Science | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: 16,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""16"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Science (Honours) in Computer Science""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Science (Honours) in Computer Science,Computer Science and Information Technology,16,,,,,,Areas of Study & Training: Computer Science and Information Technology | Programme: Bachelor of Science (Honours) in Computer Science | Admission Figures: Median | HKDSE Score: 3 | Average Score: 16,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""16"", ""HKDSE Score"": ""3"", ""Programme"": ""Bachelor of Science (Honours) in Computer Science""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Science (Honours) in Computer Science,Computer Science and Information Technology,16,,,,,,Areas of Study & Training: Computer Science and Information Technology | Programme: Bachelor of Science (Honours) in Computer Science | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: 16,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Computer Science and Information Technology"", ""Average Score"": ""16"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Science (Honours) in Computer Science""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Engineering (Honours) in Construction Engineering and Management,Engineering and Technology,-,,,,,,Areas of Study & Training: Engineering and Technology | Programme: Bachelor of Engineering (Honours) in Construction Engineering and Management | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Engineering and Technology"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Engineering (Honours) in Construction Engineering and Management""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Engineering (Honours) in Construction Engineering and Management,Engineering and Technology,-,,,,,,Areas of Study & Training: Engineering and Technology | Programme: Bachelor of Engineering (Honours) in Construction Engineering and Management | Admission Figures: Median | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Engineering and Technology"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Engineering (Honours) in Construction Engineering and Management""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Engineering (Honours) in Construction Engineering and Management,Engineering and Technology,-,,,,,,Areas of Study & Training: Engineering and Technology | Programme: Bachelor of Engineering (Honours) in Construction Engineering and Management | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Engineering and Technology"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Engineering (Honours) in Construction Engineering and Management""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Engineering (Honours) in Civil Engineering,Engineering and Technology,-,,,,,,Areas of Study & Training: Engineering and Technology | Programme: Bachelor of Engineering (Honours) in Civil Engineering | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Engineering and Technology"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Engineering (Honours) in Civil Engineering""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Engineering (Honours) in Civil Engineering,Engineering and Technology,-,,,,,,Areas of Study & Training: Engineering and Technology | Programme: Bachelor of Engineering (Honours) in Civil Engineering | Admission Figures: Median | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Engineering and Technology"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Engineering (Honours) in Civil Engineering""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Engineering (Honours) in Civil Engineering,Engineering and Technology,-,,,,,,Areas of Study & Training: Engineering and Technology | Programme: Bachelor of Engineering (Honours) in Civil Engineering | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Engineering and Technology"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Engineering (Honours) in Civil Engineering""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in Creation in Chinese Literary Arts,Languages and Related Studies,-,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in Creation in Chinese Literary Arts | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in Creation in Chinese Literary Arts""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in Creation in Chinese Literary Arts,Languages and Related Studies,-,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in Creation in Chinese Literary Arts | Admission Figures: Median | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in Creation in Chinese Literary Arts""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in Creation in Chinese Literary Arts,Languages and Related Studies,-,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in Creation in Chinese Literary Arts | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in Creation in Chinese Literary Arts""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in English Studies,Languages and Related Studies,-,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in English Studies | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in English Studies""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in English Studies,Languages and Related Studies,-,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in English Studies | Admission Figures: Median | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in English Studies""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in English Studies,Languages and Related Studies,-,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in English Studies | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in English Studies""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in Chinese Literature,Languages and Related Studies,-,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in Chinese Literature | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in Chinese Literature""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in Chinese Literature,Languages and Related Studies,-,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in Chinese Literature | Admission Figures: Median | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Median"", ""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in Chinese Literature""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in Chinese Literature,Languages and Related Studies,-,,,,,,Areas of Study & Training: Languages and Related Studies | Programme: Bachelor of Arts (Honours) in Chinese Literature | Admission Figures: Lower Quartile | HKDSE Score: - | Average Score: -,"{""Admission Figures"": ""Lower Quartile"", ""Areas of Study & Training"": ""Languages and Related Studies"", ""Average Score"": ""-"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in Chinese Literature""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
2025/26,Hong Kong Chu Hai College,CHC/01,Bachelor of Arts (Honours) in Communication and Digital Media Programme,"Mass Media and Communications, Journalism and Public Relations",14,,,,,,"Areas of Study & Training: Mass Media and Communications, Journalism and Public Relations | Programme: Bachelor of Arts (Honours) in Communication and Digital Media Programme | Admission Figures: Upper Quartile | HKDSE Score: - | Average Score: 14","{""Admission Figures"": ""Upper Quartile"", ""Areas of Study & Training"": ""Mass Media and Communications, Journalism and Public Relations"", ""Average Score"": ""14"", ""HKDSE Score"": ""-"", ""Programme"": ""Bachelor of Arts (Honours) in Communication and Digital Media Programme""}",data/raw/cspe/details/2025_26/chc-01-hong-kong-chu-hai-college.html,https://feddcs.cspe.edu.hk/ShareFile/pdf/en/admission_score/202526/IF_adm_score_2025_CHC01.pdf,official_html_extracted_needs_review
